coin,market_class,underlying,period,target_price,market_name,trades,traders,volume,avg_px
#9741,,,,0,,73,8,7974.42546,0.377717397260274
#7991,,,,0,,263,15,7956.26539,0.5665753992395437
#8871,,,,0,,125,9,7954.24665,0.5297332800000001
#9751,,,,0,,79,5,7923.4128,0.7264779746835442
#5110,,,,0,,650,49,7908.84608451,0.17229913753846154
#4180,,,,0,,246,19,7905.43776,0.27241922764227644
#7121,,,,0,,111,9,7893.25667,0.9705947747747747
#3071,,,,0,,81,16,7824.28404,0.4452267901234568
#9550,,,,0,,287,21,7732.32794,0.47411163763066205
#5521,,,,0,,61,12,7725.55461,0.8893359016393443
#4260,,,,0,,240,19,7720.05301,0.44761254166666664
#8741,,,,0,,175,22,7710.00634,0.4967784
#7030,,,,0,,58,28,7661.97209297,0.646380516724138
#3911,,,,0,,116,18,7630.76519,0.7167202586206897
#5661,,,,0,,63,14,7608.52183,0.7447098412698412
#2290,,,,0,Outcome 229,292,35,7608.10340386,0.3046739949315068
#6991,,,,0,,241,19,7561.14211,0.24875365145228215
#6551,,,,0,,67,10,7524.03904,0.7603673134328358
#3681,,,,0,,67,21,7494.9952,0.7109850746268657
#2220,,,,0,Outcome 222,425,23,7490.94418371,0.18919116051764703
#9240,,,,0,,68,13,7367.29795,0.7140698529411765
#9480,,,,0,,194,26,7364.08408,0.4518578865979382
#9791,,,,0,,127,11,7325.10289,0.5801614173228347
#8191,,,,0,,107,13,7304.68309,0.7648357009345794
#2671,,,,0,,123,20,7300.4614,0.44222382113821135
#3671,,,,0,,88,24,7249.6229,0.6391098863636363
#7951,,,,0,,178,12,7225.8579,0.3784105056179775
#2361,priceBucket,BTC,1d,0,Recurring Named Outcome,183,23,7222.5989,0.5630265573770492
#7221,,,,0,,377,11,7188.39416,0.42430257294429713
#2660,,,,0,,144,25,7155.79103,0.5812090277777778
#1450,priceBucket,BTC,1d,0,Recurring Fallback,777,7,7149.83328145,0.30973830734877733
#5471,,,,0,,250,22,7107.26785,0.45983408
#8420,,,,0,,239,30,7077.09654,0.43314686192468616
#9160,,,,0,,227,32,6999.4032,0.4780563436123348
#8580,,,,0,,251,34,6966.42511,0.5898761354581673
#5601,,,,0,,35,9,6941.65675,0.8180214285714286
#7871,,,,0,,53,11,6933.04524,0.8863211320754717
#8411,,,,0,,247,16,6922.46902,0.6185378542510122
#9781,,,,0,,133,9,6913.71946,0.5449312030075187
#6711,,,,0,,264,13,6863.51029,0.08870249999999999
#4320,,,,0,,396,18,6853.50378725,0.0869968094949495
#8881,,,,0,,144,10,6851.44256,0.572260625
#7300,,,,0,,265,15,6832.04403,0.570224641509434
#7630,,,,0,,164,16,6818.87986,0.4778336585365854
#4751,,,,0,,186,18,6814.93248,0.4605214516129032
#8861,,,,0,,241,8,6784.4369,0.9902578008298755
#2181,named,,,0,Uruguay,12,3,6748.98847,0.9498933333333334
#7830,,,,0,,303,29,6730.25101,0.3988588118811881
#6581,,,,0,,244,11,6678.19735,0.3914902868852459
#9800,,,,0,,65,23,6663.66034,0.7103927692307692
#5670,,,,0,,100,22,6653.9663329,0.7777816998999999
#8740,,,,0,,195,23,6651.75444,0.5141705641025641
#9551,,,,0,,249,16,6631.4996,0.5203027710843373
#8070,,,,0,,239,19,6603.48138,0.5186885774058577
#5501,,,,0,,44,11,6583.29468,0.8661997727272727
#8081,,,,0,,383,12,6576.91517,0.37020911227154046
#4140,,,,0,,113,20,6544.66897064,0.21284604654867256
#7810,,,,0,,220,17,6526.64908,0.339466
#2681,,,,0,,210,31,6492.8477,0.381886380952381
#1600,,,,0,Outcome 160,328,6,6476.08329383,0.3056402416768293
#8671,,,,0,,224,13,6456.96393,0.3527068303571429
#4160,,,,0,,122,20,6452.23913369,0.22007505393442622
#7190,,,,0,,103,20,6448.4145275,0.44473880252427184
#1971,named,,,0,Jordan,24,4,6435.45753,0.97741
#7681,,,,0,,165,8,6382.40571,0.28243436363636365
#7270,,,,0,,130,29,6373.7895686,0.5691433332307693
#8621,,,,0,,36,7,6366.30013,0.871028888888889
#7111,,,,0,,45,5,6318.65111,0.4356035555555556
#9861,,,,0,,115,14,6299.77867,0.6011766956521738
#7100,,,,0,,83,10,6130.8108365,0.46929839349397584
#2621,,,,0,,152,26,6117.13607,0.3354101315789474
#2091,named,,,0,Senegal,45,8,6113.58257,0.9753795555555556
#3751,,,,0,,106,27,6100.1931,0.4449706603773585
#6510,,,,0,,147,18,6085.93699,0.18631156462585033
#9701,,,,0,,51,8,5992.17544,0.8195770588235295
#8330,,,,0,,154,20,5991.8244,0.7437557792207793
#8071,,,,0,,217,11,5967.71103,0.4717645622119816
#2540,,,,0,,276,23,5959.17278482,0.2601023184782608
#9960,,,,0,,94,20,5929.15272,0.6993370212765957
#4721,,,,0,,84,13,5881.25505,0.8461107142857143
#8110,,,,0,,113,12,5856.8183,0.9681133628318584
#8990,,,,0,,163,24,5839.90712,0.6015063190184049
#4071,,,,0,,118,15,5839.77486,0.330051186440678
#8760,,,,0,,148,36,5811.60767,0.48609418918918923
#9821,,,,0,,18,6,5786.77101,0.7347972222222222
#2151,named,,,0,Tunisia,44,5,5777.66889,0.9821529545454546
#9361,,,,0,,55,8,5771.93614,0.892026
#9620,,,,0,,154,24,5708.70235,0.4864955194805195
#4671,,,,0,,124,10,5701.3704,0.3891716935483871
#2491,named,,,0,Draw,142,21,5698.02822,0.7256671126760563
#8870,,,,0,,147,31,5651.74209273,0.49315596367346937
#9470,,,,0,,101,20,5568.14931,0.6260337623762376
#9881,,,,0,,148,23,5566.72073,0.5014938513513514
#9061,,,,0,,132,9,5547.64864,0.6415356818181818
#9880,,,,0,,141,25,5523.86799,0.5039173758865249
#7311,,,,0,,169,20,5484.01021,0.30630461538461534
#8260,,,,0,,309,21,5482.46508,0.2851502588996764
#3230,,,,0,,140,13,5478.65942,0.6035663571428571
#7551,,,,0,,183,21,5427.07722,0.4249513114754099
#7910,,,,0,,218,29,5422.98689,0.4717487155963303
#1500,priceBucket,BTC,1d,0,Recurring Fallback,194,9,5402.83329374,0.32173539231958764
#9461,,,,0,,111,21,5381.57103,0.3344898198198198
#9321,,,,0,,156,7,5376.33146,0.3825998717948718
#8541,,,,0,,93,7,5293.02655,0.965578817204301
#7990,,,,0,,251,19,5272.62589,0.4318796015936255
#8360,,,,0,,340,12,5254.064418,0.025021401941176472
#7540,,,,0,,140,15,5245.71691,0.5793965
#8340,,,,0,,162,25,5233.56345,0.6244874691358026
#3161,,,,0,,69,22,5201.7482,0.7443942028985507
#9780,,,,0,,126,15,5170.93339,0.49417047619047616
#2081,named,,,0,Scotland,12,3,5167.6831,0.9561866666666666
#7911,,,,0,,206,16,5152.54837,0.5356482038834951
#8381,,,,0,,128,12,5099.35463,0.369057890625
#7820,,,,0,,250,19,5097.25132,0.32968000000000003
#2191,named,,,0,Uzbekistan,203,4,5095.67682,0.9926687192118226
#7160,,,,0,,214,33,5083.00136,0.2885970560747664
#3330,,,,0,,132,6,5060.16663136,0.30555555333333334
#9590,,,,0,,20,8,5058.98082,0.765556
#9540,,,,0,,166,18,5044.31953,0.4057862650602409
#2991,,,,0,,106,19,5038.74593,0.4785065094339623
#9190,,,,0,,112,25,5026.19454609,0.6314250296428572
#2661,,,,0,,130,23,4961.62438,0.43296215384615383
#8751,,,,0,,168,17,4917.32354,0.464347380952381
#8581,,,,0,,219,20,4917.07646,0.42263981735159817
#2270,,,,0,Outcome 227,361,19,4905.14301622,0.1608078851800554
#7960,,,,0,,188,21,4835.15711,0.2889158510638298
#9230,,,,0,,93,20,4807.09641,0.7653923655913978
#7561,,,,0,,195,22,4802.28742,0.3274188205128205
#8820,,,,0,,120,28,4733.56787,0.6328556666666666
#8750,,,,0,,135,19,4733.18453,0.5436644444444444
#8321,,,,0,,411,18,4721.13599,0.25996406326034066
#2210,,,,0,Outcome 221,117,7,4684.33330179,0.3212250683760684
#5660,,,,0,,72,20,4640.323563,0.2931910647222222
#4711,,,,0,,141,17,4618.85719,0.3050963120567376
#8441,,,,0,,56,7,4613.30953,0.9420705357142857
#9720,,,,0,,110,19,4590.45121,0.3474658181818182
#4080,,,,0,,175,19,4572.52316117,0.3040879805142857
#7271,,,,0,,109,12,4570.23372,0.4358675229357798
#7360,,,,0,,167,21,4562.26480246,0.19533163670658685
#8030,,,,0,,95,17,4518.9842,0.8100557894736842
#9581,,,,0,,17,7,4508.68333,0.9777617647058823
#4130,,,,0,,49,4,4508.24996901,0.3129251675510204
#2631,,,,0,,120,15,4507.01824,0.26129991666666663
#6420,,,,0,,157,16,4478.41214,0.4138578343949044
#3240,,,,0,,74,21,4429.59012,0.6553682432432433
#8981,,,,0,,149,18,4427.82206,0.40659536912751676
#7301,,,,0,,250,13,4420.27255,0.43535908
#2380,priceBucket,BTC,1d,0,Recurring Named Outcome,275,23,4412.85886449,0.09673498145454545
#8521,,,,0,,175,11,4399.80756,0.5725328000000001
#9341,,,,0,,16,3,4378.57524,0.8065675
#8251,,,,0,,124,12,4377.08104,0.6656873387096774
#9140,,,,0,,132,20,4365.93061,0.40689325757575756
#3310,,,,0,,111,12,4300.34657,0.5944013513513513
#7281,,,,0,,41,6,4296.87023,0.47397341463414633
#3300,,,,0,,107,15,4235.37335,0.6078130841121495
#2071,named,,,0,Saudi Arabia,11,4,4227.0566,0.9306272727272727
#8631,,,,0,,178,9,4212.26274,0.22281887640449438
#8681,,,,0,,265,19,4148.08919,0.20540109433962264
#8790,,,,0,,41,17,4137.9239,0.9155982926829268
#8410,,,,0,,237,12,4111.81173,0.3856303375527426
#8280,,,,0,,119,10,4086.57331585,0.17135938369747897
#8190,,,,0,,91,15,4082.7665,0.25019659340659345
#6470,,,,0,,134,19,4069.7574699,0.3216223382835821
#6640,,,,0,,172,19,4066.74394318,0.1356068796511628
#7280,,,,0,,41,12,4023.1758086,0.49459569073170734
#9430,,,,0,,50,18,3963.6682,0.7652958
#2530,,,,0,,108,4,3960.41664237,0.30478394842592593
#6620,,,,0,,51,11,3951.90148332,0.2700598690196079
#8211,,,,0,,159,6,3896.95827,0.9318372327044024
#5511,,,,0,,76,10,3857.56759,0.2374096052631579
#8491,,,,0,,55,15,3833.50136,0.7554307272727273
#6890,,,,0,,39,8,3820.92467531,0.24196521307692306
#7440,,,,0,,171,16,3819.95817,0.20440602339181285
#9041,,,,0,,69,8,3802.7006,0.9088604347826087
#8920,,,,0,,154,40,3793.41567,0.2173153896103896
#6500,,,,0,,485,17,3776.26598,0.10142630927835052
#5090,,,,0,,249,9,3755.58329827,0.31291833751004017
#8910,,,,0,,96,18,3739.4082,0.42033864583333336
#9940,,,,0,,113,17,3653.56157,0.540560796460177
#7861,,,,0,,201,11,3614.97647,0.20623960199004976
#8370,,,,0,,210,22,3609.452678,0.22754565076190478
#2590,,,,0,,153,18,3601.27007336,0.2154378647058824
#9421,,,,0,,82,9,3570.62703,0.8299363414634146
#4791,,,,0,,217,10,3518.31025,0.13525815668202765
#6700,,,,0,,117,12,3497.28858559,0.12134210811965812
#4101,,,,0,,150,19,3491.24161,0.24409180000000003
#5430,,,,0,,151,29,3472.00491363,0.3252404847682119
#7601,,,,0,,79,7,3450.53786,0.8072088607594937
#7670,,,,0,,169,12,3430.99876,0.20608934911242602
#9790,,,,0,,96,17,3419.60931,0.4526908333333333
#4290,,,,0,,56,5,3407.49997672,0.3154761878571429
#2131,named,,,0,Sweden,19,6,3398.27636,0.9342121052631578
#7020,,,,0,,67,12,3382.91586641,0.20607572104477612
#8461,,,,0,,74,6,3357.31889,0.8720302702702704
#8841,,,,0,,207,24,3334.71563,0.25642478260869567
#9391,,,,0,,53,14,3331.72179,0.6735184905660377
#9381,,,,0,,75,12,3331.667,0.6587116000000001
#9661,,,,0,,16,5,3319.45556,0.934783125
#7591,,,,0,,139,4,3301.73441,0.21211611510791367
#9860,,,,0,,111,19,3293.43917,0.4069531531531531
#7770,,,,0,,197,14,3272.99471,0.19440883248730967
#7761,,,,0,,153,8,3263.079,0.2691160130718954
#2161,named,,,0,Turkey,114,5,3251.13414,0.9904199122807018
#9261,,,,0,,14,4,3250.95556,0.9512264285714286
#7351,,,,0,,115,10,3200.67323,0.19502747826086955
#7541,,,,0,,122,12,3182.54718,0.42479327868852457
#5591,,,,0,,74,14,3166.88498,0.26931094594594596
#4121,,,,0,,162,21,3162.84928,0.25356512345679016
#3301,,,,0,,105,16,3161.65228,0.44088038095238097
#9631,,,,0,,125,13,3158.74161,0.22498063999999998
#8991,,,,0,,146,15,3146.36887,0.4120643835616438
#7940,,,,0,,221,16,3140.42913,0.08410357466063348
#3031,,,,0,,56,20,3129.64743,0.5970248214285715
#8120,,,,0,,627,12,3128.36241,0.02965098883572568
#5580,,,,0,,90,18,3124.49454398,0.1315193701111111
#9181,,,,0,,66,8,3108.8473,0.7956165151515151
#2641,,,,0,,135,25,3107.20926,0.2938096296296296
#4060,,,,0,,110,16,3088.80820246,0.23259457527272728
#9750,,,,0,,81,16,3060.61283983,0.3043850616049383
#6720,,,,0,,73,13,3005.65760098,0.15969726
#6631,,,,0,,95,11,2990.60678,0.1571435789473684
#8830,,,,0,,102,19,2980.07862,0.710758725490196
#9441,,,,0,,42,5,2979.19423,0.9394211904761904
#2061,named,,,0,Qatar,15,5,2893.70794,0.9576226666666667
#8291,,,,0,,225,8,2890.06967,0.13520844444444444
#9220,,,,0,,77,15,2863.27231,0.6675103896103896
#6461,,,,0,,84,10,2846.30766,0.31696416666666666
#3220,,,,0,,110,19,2839.16399,0.6236399090909092
#4720,,,,0,,91,14,2797.98886961,0.2104824901098901
#7750,,,,0,,118,11,2797.07756,0.1718264406779661
#3231,,,,0,,128,13,2782.80022,0.411579453125
#1851,named,,,0,Czechia,13,4,2759.02938,0.9203915384615384
#3321,,,,0,,229,16,2758.47699,0.11115069868995633
#8201,,,,0,,302,4,2705.2356,0.08238814569536423
#9941,,,,0,,95,11,2687.63195,0.48347484210526315
#6560,,,,0,,210,9,2687.43323655,0.027335650761904765
#8941,,,,0,,32,6,2673.11025,0.9031065625
#9471,,,,0,,75,11,2656.90267,0.38638493333333335
#2350,fallback,,,0,Recurring Fallback,52,4,2621.83331558,0.3141025615384615
#7031,,,,0,,41,7,2612.03172,0.32079243902439025
#9270,,,,0,,10,2,2555.23591,0.778724
#7180,,,,0,,248,8,2541.6934975,0.05075389782258064
#7040,,,,0,,71,13,2535.49626636,0.125194178028169
#1771,named,,,0,Bosnia and Herzegovina,18,7,2535.13004,0.8880622222222222
#5600,,,,0,,48,14,2463.19826717,0.22429902708333335
#8500,,,,0,,122,23,2442.43353,0.3092209836065574
#6541,,,,0,,39,9,2442.37754,0.34622794871794876
#6550,,,,0,,69,15,2440.52392655,0.24659516898550723
#9121,,,,0,,20,5,2408.41971,0.909499
#8821,,,,0,,103,14,2403.69585,0.38633941747572814
#9301,,,,0,,70,13,2380.84371,0.3316637142857143
#5520,,,,0,,65,12,2377.79558502,0.1274294356923077
#8591,,,,0,,164,16,2357.81441,0.33270829268292684
#5620,,,,0,,356,16,2345.94317,0.10023508426966292
#9030,,,,0,,12,7,2338.21669,0.7618316666666667
#9350,,,,0,,25,9,2336.52399,0.9004856
#2101,named,,,0,South Africa,26,5,2331.10294,0.9390180769230769
#7850,,,,0,,132,14,2309.78545,0.17703568181818183
#9060,,,,0,,122,18,2269.4978,0.3991946721311475
#4240,,,,0,,131,15,2269.05387926,0.13003852366412214
#1931,named,,,0,Iran,17,8,2243.38496,0.8515776470588236
#3311,,,,0,,90,10,2199.95496,0.47111022222222226
#6690,,,,0,,15,4,2187.24998195,0.299999998
#1941,named,,,0,Iraq,12,4,2173.68775,0.87349
#4780,,,,0,,179,16,2172.50521212,0.09772906882681563
#5500,,,,0,,43,12,2140.61293512,0.15855999976744187
#9961,,,,0,,91,6,2135.83752,0.3470034065934066
#6860,,,,0,,7,3,2135.66664531,0.33333333
#9950,,,,0,,45,16,2116.32576,0.6786071111111112
#8020,,,,0,,84,13,2090.0936365,0.09753432535714286
#2260,,,,0,Outcome 226,75,6,2052.16665181,0.3199999972
#8480,,,,0,,208,24,2022.9626,0.1828891826923077
#8250,,,,0,,102,14,1987.79841,0.3995385294117647
#9681,,,,0,,20,3,1972.09924,0.8576779999999999
#1921,named,,,0,Haiti,11,5,1954.49341,0.9010190909090909
#8960,,,,0,,95,13,1941.53354853,0.2492947367368421
#9311,,,,0,,87,9,1909.98835,0.31246896551724135
#9710,,,,0,,81,9,1895.27155,0.18347037037037037
#9191,,,,0,,76,11,1853.22507,0.35691815789473685
#9831,,,,0,,39,6,1835.08308,0.08924641025641025
#8300,,,,0,,108,11,1825.94760702,0.06921996907407407
#1821,named,,,0,Congo DR,23,7,1807.73404,0.8883721739130435
#8780,,,,0,,67,14,1796.44126,0.09099194029850748
#7490,,,,0,,110,13,1785.47051,0.15581963636363638
#5630,,,,0,,91,17,1776.21383,0.2534464835164835
#5671,,,,0,,71,12,1775.20018,0.22832028169014087
#9150,,,,0,,99,19,1774.98409,0.29418727272727274
#9400,,,,0,,78,20,1771.36305,0.2885271794871795
#9871,,,,0,,40,11,1750.21364,0.63232725
#9501,,,,0,,35,6,1718.06029,0.8947277142857143
#4800,,,,0,,123,13,1717.347312,0.11702680186991869
#3241,,,,0,,71,17,1701.03833,0.35775915492957744
#9591,,,,0,,16,4,1699.51758,0.25842375
#7260,,,,0,,478,8,1687.3085086,0.019170111548117156
#9431,,,,0,,42,4,1650.80481,0.24020404761904762
#8951,,,,0,,81,12,1615.10607,0.16138308641975307
#2031,named,,,0,Panama,9,3,1601.41164,0.9350722222222222
#7010,,,,0,,15,4,1561.33332287,0.31666666400000004
#4690,,,,0,,35,4,1553.99998957,0.3142857117142857
#8451,,,,0,,505,6,1548.99863,0.0734949306930693
#9070,,,,0,,258,25,1525.51238,0.12577852713178295
#9100,,,,0,,74,9,1492.43430189,0.18831702675675674
#9510,,,,0,,27,12,1483.53166,0.7996211111111111
#9601,,,,0,,8,3,1463.34962,0.8286225
#8341,,,,0,,130,10,1426.2745,0.42540307692307694
#8720,,,,0,,42,17,1360.51171,0.10577119047619046
#3221,,,,0,,101,16,1351.49478,0.3923995049504951
#7690,,,,0,,114,16,1338.56515,0.18035447368421054
#9231,,,,0,,66,10,1329.69574,0.3362009090909091
#9671,,,,0,,90,6,1324.57526,0.12852833333333333
#7120,,,,0,,112,14,1317.3050965,0.037764434464285714
#5680,,,,0,,447,12,1296.7725529,0.02125319908277405
#1841,named,,,0,Curacao,7,4,1277.74528,0.7849571428571428
#9221,,,,0,,62,11,1276.47514,0.3587866129032258
#9380,,,,0,,60,15,1241.98423,0.3603455
#9241,,,,0,,59,13,1210.18322,0.31014237288135593
#9840,,,,0,,52,9,1202.79288666,0.04222416653846154
#6480,,,,0,,41,7,1191.5936099,0.07687861780487805
#9021,,,,0,,11,6,1180.10458,0.8343381818181819
#9111,,,,0,,69,5,1179.06352,0.15982289855072462
#7481,,,,0,,144,6,1173.39777,0.10594715277777778
#9700,,,,0,,49,6,1138.95482,0.17130183673469387
#4050,,,,0,,43,4,1095.4999924,0.3100775169767442
#5570,,,,0,,16,5,1087.16665862,0.317708330625
#7600,,,,0,,73,8,1085.78712,0.1817472602739726
#9951,,,,0,,42,9,1031.72116,0.39430261904761904
#8711,,,,0,,612,8,1021.81964,0.0487503431372549
#1861,named,,,0,Ecuador,9,5,1018.63948,0.8290277777777777
#1741,named,,,0,Australia,79,12,1017.73533,0.9289064556962026
#9390,,,,0,,38,8,1013.92051,0.34256078947368424
#8031,,,,0,,57,8,1002.79857,0.2149956140350877
#2580,,,,0,,44,5,996.99999251,0.3238636334090909
#7581,,,,0,,36,7,976.45135,0.8790827777777778
#9201,,,,0,,15,5,969.499,0.9179993333333333
#9801,,,,0,,52,13,935.6269,0.2944821153846154
#7870,,,,0,,49,11,935.22668,0.11998448979591837
#8331,,,,0,,118,12,924.56433,0.24367237288135593
#4021,,,,0,,50,14,919.03632,0.23637239999999998
#8270,,,,0,,4,1,914.41665987,0.3124999975
#9180,,,,0,,72,14,896.2330165,0.23461203694444446
#9870,,,,0,,36,10,890.11242,0.3733108333333333
#8831,,,,0,,92,17,867.20587,0.30352184782608693
#9271,,,,0,,10,3,854.76409,0.22127599999999997
#4210,,,,0,,34,4,849.83332757,0.3137254876470588
#9420,,,,0,,89,9,848.95207,0.17084932584269663
#8040,,,,0,,73,14,842.0840565,0.13124812780821918
#7340,,,,0,,137,8,828.79763246,0.02008279802919708
#6610,,,,0,,17,4,767.99999484,0.30882352705882354
#5410,,,,0,,54,6,665.58332884,0.3209876514814815
#9360,,,,0,,53,7,643.83862,0.10968962264150944
#8800,,,,0,,96,12,618.55195,0.02857583333333333
#5490,,,,0,,6,3,607.99999458,0.3194444416666667
#9031,,,,0,,13,4,603.53331,0.31600153846153844
#7170,,,,0,,4,1,562.49999625,0.3124999975
#9921,,,,0,,6,3,539.00415,0.763995
#8111,,,,0,,103,3,531.79543,0.031038640776699027
#8620,,,,0,,35,11,520.60987,0.13494171428571428
#9040,,,,0,,70,7,512.51606542,0.09993280942857143
#8210,,,,0,,129,7,497.66648,0.07185697674418605
#9981,,,,0,,2,2,496.95826,0.984325
#9120,,,,0,,29,3,486.4969545,0.18597770034482758
#7470,,,,0,,436,12,434.84203,0.015681146788990824
#9090,,,,0,,15,1,408.5833305,0.3055555533333333
#8700,,,,0,,513,5,402.02981,0.013155925925925927
#8460,,,,0,,69,9,385.99101,0.11801579710144929
#8100,,,,0,,481,5,367.93433,0.015327546777546778
#8540,,,,0,,100,7,367.79603634,0.048678466499999996
#10001,,,,0,,7,3,366.42914,0.5814285714285715
#2111,named,,,0,South Korea,10,6,322.50796,0.846893
#9600,,,,0,,10,4,318.32038,0.180102
#7250,,,,0,,8,1,314.9999979,0.3124999975
#8940,,,,0,,37,12,306.00698853,0.11198972945945947
#2011,named,,,0,New Zealand,18,2,302.27753,0.9680416666666667
#9340,,,,0,,16,3,294.42476,0.1934325
#4770,,,,0,,16,4,285.24999806,0.317708330625
#8440,,,,0,,57,5,281.01447,0.05738684210526315
#8490,,,,0,,43,12,279.11119,0.2498146511627907
#8791,,,,0,,36,5,272.7262,0.09065444444444444
#9440,,,,0,,38,7,269.23949,0.061531315789473684
#9020,,,,0,,15,6,236.79208542,0.18326311066666667
#8350,,,,0,,2,2,199.999998,0.33333333
#10000,,,,0,,10,4,193.96886,0.41639799999999993
#9511,,,,0,,28,4,191.47225,0.21744000000000002
#9260,,,,0,,14,2,183.04444,0.04877357142857143
#9200,,,,0,,23,3,182.41666609,0.17449275304347828
#7580,,,,0,,35,6,179.44077,0.12411514285714285
#9820,,,,0,,20,7,178.67399,0.21695899999999999
#9500,,,,0,,35,5,171.93971,0.10527228571428572
#9010,,,,0,,3,1,171.41666542,0.30555555333333334
#8930,,,,0,,3,2,146.99999853,0.33333333
#9520,,,,0,,5,4,142.95604,0.5400940000000001
#9910,,,,0,,8,6,142.94666333,0.72956541625
#9680,,,,0,,23,7,137.98409287,0.16361333304347828
#8860,,,,0,,190,8,134.34514262,0.016673894684210527
#9900,,,,0,,14,5,128.69031,0.17024142857142857
#9990,,,,0,,2,2,118.70012,0.99748
#9170,,,,0,,11,2,115.24999934,0.28787878636363634
#9580,,,,0,,18,3,105.53667,0.039336111111111106
#9760,,,,0,,36,6,100.10713983,0.06614722194444445
#9351,,,,0,,19,4,97.89664,0.1239021052631579
#7330,,,,0,,1,1,87.33333246,0.33333333
#5650,,,,0,,5,2,84.9999994,0.316666664
#9521,,,,0,,5,3,73.04396,0.459906
#8850,,,,0,,3,1,71.33333262,0.33333333
#9660,,,,0,,17,4,64.29443956,0.09569431352941177
#9650,,,,0,,3,2,48.08333287,0.30555555333333334
#9911,,,,0,,6,2,46.63667,0.12446833333333333
#9920,,,,0,,7,3,46.03718333,0.23333761857142857
#7090,,,,0,,4,1,37.49999975,0.3124999975
#8510,,,,0,,5,1,32.66666634,0.33333333
#8010,,,,0,,2,1,29.1666665,0.291666665
#9730,,,,0,,4,2,18.49999983,0.3124999975
#9980,,,,0,,2,1,14.04174,0.015675
#6530,,,,0,,2,2,11.66666655,0.33333333
#6450,,,,0,,1,1,9.9999999,0.33333333
#8610,,,,0,,2,1,9.9166666,0.291666665
#9810,,,,0,,4,1,1.16666666,0.291666665
#9890,,,,0,,2,1,0.58333333,0.291666665
#9991,,,,0,,2,1,0.29988,0.00252
