coin,market_class,underlying,period,target_price,market_name,trades,traders,volume,avg_px
#1731,named,,,0,Argentina,77448,283,10374317.40038,0.7611868497572565
#1730,named,,,0,Argentina,79960,1099,8816103.66695569,0.24169579302626312
#2121,named,,,0,Spain,133744,322,8482727.37891,0.7875820469703314
#2120,named,,,0,Spain,143986,1260,6736698.38941262,0.23388513440383094
#1891,named,,,0,France,106762,307,5990841.35061,0.682929736797737
#1890,named,,,0,France,107107,1056,4129262.25390169,0.3057663280932152
#2051,named,,,0,Portugal,15214,159,3680740.95498,0.8930680649401866
#1541,priceBinary,BTC,1d,63927,Recurring,69569,300,3495337.60798,0.6787103298883124
#200,priceBinary,BTC,1d,80657,Recurring,47343,631,3369601.94489,0.7370036592526878
#5100,,,,0,,4452,391,3185476.89011327,0.7947072027448338
#8131,,,,0,,9649,415,2873304.57071,0.5097525836874287
#601,priceBinary,BTC,1d,76885,Recurring,85334,378,2552490.88919,0.5570411555769096
#7610,,,,0,,8416,520,2438719.83391,0.7817383923479088
#600,priceBinary,BTC,1d,76885,Recurring,79911,465,2430456.10457,0.5058329813167148
#8130,,,,0,,11577,982,2301277.99252,0.49832878120411156
#1211,priceBinary,BTC,1d,73674,Recurring,35129,287,2298887.14804,0.5671814270261039
#7781,,,,0,,7540,484,2162769.36249,0.6587030464190982
#301,priceBinary,BTC,1d,81182,Recurring,50707,576,2114912.30544,0.6577763247677835
#250,priceBinary,BTC,1d,80813,Recurring,45114,592,2094975.90073,0.7223418439952122
#1540,priceBinary,BTC,1d,63927,Recurring,47759,269,2089909.82836,0.3722080112648925
#1160,priceBinary,BTC,1d,72951,Recurring,25717,284,2076404.18292,0.6503137446047361
#10,priceBinary,BTC,1d,78213,Recurring,18428,1195,2061956.6401,0.6968958085522031
#751,priceBinary,BTC,1d,77793,Recurring,36615,348,2061007.36934,0.6198107734535027
#0,priceBinary,BTC,1d,78213,Recurring,27999,1668,2038295.91339,0.6260681092181863
#1591,priceBinary,BTC,1d,62290,Recurring,26175,460,2009384.98746,0.6368337658070679
#20,priceBinary,BTC,1d,79980,Recurring,21216,1069,2002175.03879,0.5481366581825038
#7510,,,,0,,6291,891,1961933.57342,0.7466167127642663
#1421,named,,,0,2026 NBA Finals champion,2554,266,1905144.80405,0.5548034651527016
#651,priceBinary,BTC,1d,76886,Recurring,43955,354,1900406.33654,0.5644242632237515
#8560,,,,0,,7509,408,1857586.46239,0.6239608496470901
#8551,,,,0,,3826,331,1857174.7165,0.5660096184004182
#1210,priceBinary,BTC,1d,73674,Recurring,33656,330,1825604.98078,0.449988177442358
#900,priceBinary,BTC,1d,76772,Recurring,32730,276,1822353.31726,0.6101952126489459
#650,priceBinary,BTC,1d,76886,Recurring,39368,459,1776907.97851,0.4720308303698435
#400,priceBinary,BTC,1d,79779,Recurring,37281,513,1775229.41152,0.7696754075802688
#30,priceBinary,BTC,1d,80930,Recurring,25347,980,1766823.24606,0.6561982447626938
#551,priceBinary,BTC,1d,78088,Recurring,56903,324,1741420.23826,0.6396495975607613
#700,priceBinary,BTC,1d,77169,Recurring,29365,455,1692542.1285,0.6304406759747999
#451,priceBinary,BTC,1d,80323,Recurring,58119,370,1631767.59512,0.714093372047007
#1721,named,,,0,Algeria,10592,27,1626830.78345,0.7526691984516616
#951,priceBinary,BTC,1d,77363,Recurring,30604,289,1620985.56222,0.5628320964579793
#8221,,,,0,,6113,690,1616148.33686,0.510059335841649
#7381,,,,0,,3733,424,1591867.6335,0.6309122448432896
#351,priceBinary,BTC,1d,80983,Recurring,29280,461,1590100.87767,0.7645990297131147
#1640,priceBinary,BTC,1d,60928,Recurring,34713,213,1564566.35636,0.4930461305562757
#1051,priceBinary,BTC,1d,76877,Recurring,20607,271,1554431.96704,0.5584657145630126
#7790,,,,0,,4509,551,1547227.58044,0.7630650742958528
#7880,,,,0,,7113,1468,1531574.2762,0.7938400140587657
#51,priceBinary,BTC,1d,81041,Recurring,17471,636,1502028.86641,0.651310495678553
#2200,,,,0,Outcome 220,17501,358,1497307.03435,0.6416017279012628
#1111,priceBinary,BTC,1d,75668,Recurring,23140,254,1488503.09971,0.6130614399308557
#2801,,,,0,,417,28,1488492.55474,0.7992263069544365
#1100,named,,,0,Champions League Winner,4737,656,1464298.0123,0.5753965041165294
#801,priceBinary,BTC,1d,77451,Recurring,15519,299,1463345.61079,0.6350911231393775
#750,priceBinary,BTC,1d,77793,Recurring,32760,433,1459212.81525,0.4008991800976801
#2250,,,,0,Outcome 225,18394,253,1446258.01945,0.6399910280526259
#4640,,,,0,,881,128,1445326.66368174,0.5824143698524404
#1491,,,,0,Outcome 149,27341,267,1432955.06838,0.6272313445009327
#1420,named,,,0,2026 NBA Finals champion,2723,345,1429059.21247,0.43672842085934627
#1641,priceBinary,BTC,1d,60928,Recurring,32634,189,1407535.90551,0.5157885260770976
#8220,,,,0,,6227,522,1404736.31049,0.5370978818050426
#6790,,,,0,,4523,439,1351716.75371,0.7589481207163388
#501,priceBinary,BTC,1d,78985,Recurring,35179,286,1336956.31794,0.8101063842064867
#201,priceBinary,BTC,1d,80657,Recurring,37014,483,1322140.68179,0.28047904819797914
#5451,,,,0,,32676,159,1304522.67014,0.572584235830579
#1041,named,,,0,June Fed rate change,2590,296,1297503.5653,0.9566346447876448
#901,priceBinary,BTC,1d,76772,Recurring,25920,213,1292416.31971,0.4527684486882716
#1311,priceBinary,BTC,1d,74032,Recurring,26340,285,1291992.82359,0.6903647892938496
#4010,,,,0,,28547,207,1289300.54849,0.6770473426279469
#41,priceBinary,BTC,1d,81287,Recurring,20603,775,1279224.6475,0.4448498670096588
#1161,priceBinary,BTC,1d,72951,Recurring,22926,214,1276177.7565,0.37332855927767594
#1,priceBinary,BTC,1d,78213,Recurring,23823,1068,1274528.38836,0.3833627011711372
#1781,named,,,0,Brazil,11825,120,1263350.89916,0.9221912422832981
#7371,,,,0,,4174,323,1259686.99919,0.6407004216578821
#150,priceBinary,BTC,1d,80354,Recurring,23714,544,1243082.27533,0.6917713565826094
#1901,named,,,0,Germany,3047,64,1240025.89529,0.9247112602559895
#7401,,,,0,,2862,308,1239695.08582,0.896431282320056
#6821,,,,0,,23838,154,1229977.66213,0.5858354530581424
#950,priceBinary,BTC,1d,77363,Recurring,29693,298,1227050.80098,0.4669596470548614
#4641,,,,0,,416,42,1212552.24571,0.49387685096153844
#1441,priceBinary,BTC,1d,70253,Recurring,13871,296,1211728.06154,0.6980198053492899
#2520,,,,0,,21031,1178,1180353.22413,0.6101891750273406
#100,priceBinary,BTC,1d,79583,Recurring,22899,572,1177282.13876,0.6936680907463207
#1880,named,,,0,England,27153,478,1163691.69878954,0.13891421236106508
#550,priceBinary,BTC,1d,78088,Recurring,45197,426,1124471.18829,0.4487454658495033
#1881,named,,,0,England,16121,166,1116220.83299,0.8145582997332672
#2021,named,,,0,Norway,3599,95,1097734.8813,0.9336095054181717
#5450,,,,0,,31657,152,1097290.74433,0.4473090299143949
#1361,priceBinary,BTC,1d,73336,Recurring,13005,275,1092787.89909,0.719147723952326
#5530,,,,0,,29191,150,1076197.60962,0.5399478486519818
#2650,,,,0,,22097,188,1075008.3785,0.6703125492148255
#6570,,,,0,,25606,158,1063780.13122,0.5440223490588143
#1050,priceBinary,BTC,1d,76877,Recurring,20461,283,1062801.05037,0.4589139724353648
#300,priceBinary,BTC,1d,81182,Recurring,37652,595,1049483.20806,0.35857583129714227
#701,priceBinary,BTC,1d,77169,Recurring,27017,307,1047785.53722,0.3788011118925121
#4860,,,,0,,1171,166,1037378.25928394,0.8350712865670367
#7391,,,,0,,4405,519,1020155.0178,0.44401647900113506
#1991,named,,,0,Morocco,1623,75,1016362.55121,0.951850776340111
#5531,,,,0,,26923,150,1013189.0305,0.5011123400066857
#21,priceBinary,BTC,1d,79980,Recurring,18473,943,1013073.28017,0.46800077464407513
#4091,,,,0,,20743,198,1002957.66417,0.6128334556235839
#6910,,,,0,,2411,293,1000826.66614,0.849532853587723
#2050,named,,,0,Portugal,21966,444,1000667.66954239,0.08373765755349176
#9530,,,,0,,24885,130,998606.90615,0.5358271653606591
#6740,,,,0,,2936,333,998059.5178,0.8559171185286103
#6811,,,,0,,4906,391,994782.7987,0.6072628475336322
#1590,priceBinary,BTC,1d,62290,Recurring,23735,206,985172.06736,0.3760948232567937
#6950,,,,0,,3247,433,966431.02979,0.780378614105328
#2251,,,,0,Outcome 225,18501,203,954979.907,0.3752120706988812
#4820,,,,0,,3075,1327,949729.74675511,0.7812541289268293
#6491,,,,0,,10456,132,945217.36459,0.6589530403596021
#40,priceBinary,BTC,1d,81287,Recurring,21651,858,936672.2162,0.5721084360999492
#6971,,,,0,,17300,152,933375.37059,0.524919263583815
#6571,,,,0,,23259,149,932385.96234,0.4817322898662883
#4171,,,,0,,15942,160,931615.77137,0.671000649855727
#1110,priceBinary,BTC,1d,75668,Recurring,23109,270,919805.7844,0.4085451624908044
#8550,,,,0,,4282,456,917735.55431,0.469162790751985
#9531,,,,0,,20854,127,909505.5312,0.5128021545027333
#6820,,,,0,,21975,152,908605.88382,0.4235998370875996
#4251,,,,0,,16213,168,897846.59308,0.6376613557022143
#2171,named,,,0,USA,927,80,854941.75297,0.9311781014023732
#251,priceBinary,BTC,1d,80813,Recurring,29192,490,847361.50592,0.30675704405316523
#7500,,,,0,,4658,978,836809.02634,0.5656565049377416
#1490,,,,0,Outcome 149,24619,266,828388.30913,0.38717830618627885
#6651,,,,0,,14906,127,820109.64963,0.4959454239903395
#6970,,,,0,,17475,155,820042.44154,0.4806929562231759
#4500,,,,0,,1710,458,817733.96845404,0.8548997678830409
#7521,,,,0,,2785,454,810202.43558,0.6878060861759426
#8561,,,,0,,6020,442,809441.0408,0.3781657873754153
#6930,,,,0,,3612,342,809322.35336,0.6436901854928018
#6120,,,,0,,3159,229,806463.56530846,0.6138548669420703
#6000,,,,0,,2371,285,805917.14811982,0.5356361742555883
#2521,,,,0,,21006,181,805341.6534,0.39928474626297245
#2201,,,,0,Outcome 220,17525,177,803520.64136,0.38869007360912977
#5611,,,,0,,15760,118,803281.34477,0.7793957874365481
#7210,,,,0,,15939,126,801803.74122,0.668949631720936
#31,priceBinary,BTC,1d,80930,Recurring,22165,805,797226.45692,0.3534808490863975
#7511,,,,0,,5097,363,793726.4161,0.2974207259172062
#8971,,,,0,,16822,157,792291.49992,0.5198111693021044
#6650,,,,0,,15449,142,789712.65175,0.5184859764386045
#7380,,,,0,,3966,405,787296.64203,0.37183441250630356
#7780,,,,0,,7777,718,781857.72272,0.3570891924906776
#6730,,,,0,,3338,404,768864.24939,0.8487766506890354
#3290,,,,0,,13963,167,768339.26057,0.5103083592351214
#9450,,,,0,,17070,143,767783.8495,0.6006367668424136
#1710,,,,0,Fallback,9993,42,764037.93166271,0.20446460811668168
#6411,,,,0,,14123,123,762200.37359,0.6524226226722367
#7390,,,,0,,5707,403,755327.1417,0.6176608796215174
#800,priceBinary,BTC,1d,77451,Recurring,14376,320,752166.87922,0.3833928846688926
#4900,,,,0,,1636,205,752146.98198813,0.6395970271699267
#6101,,,,0,,1647,68,747392.78799,0.7688054280510018
#7970,,,,0,,11748,151,741317.9351,0.5559736270003405
#2341,priceBinary,BTC,1d,63330,Recurring,8840,729,740307.23903,0.7316516990950226
#8391,,,,0,,17080,169,737746.68205,0.5682840521077284
#6940,,,,0,,6642,261,721939.62182,0.5216097274917193
#1700,named,,,0,NBA Finals Game 3,1046,167,711941.52105,0.5533628776290631
#7411,,,,0,,3928,902,706400.99761,0.7849322275967413
#2570,,,,0,,13775,220,702932.10407,0.6442383411978221
#4650,,,,0,,12812,145,701256.63763,0.6364600640024977
#4011,,,,0,,24064,183,695493.7635,0.3642523042719415
#4090,,,,0,,19925,234,686886.01619,0.4158569585947302
#1101,named,,,0,Champions League Winner,3309,391,684811.05434,0.44392724992444843
#11,priceBinary,BTC,1d,78213,Recurring,16967,851,684730.92761,0.30568466552719986
#1310,priceBinary,BTC,1d,74032,Recurring,21394,267,681568.70128,0.34533665840889965
#4730,,,,0,,13026,154,673422.1426,0.6093118232765239
#3380,,,,0,,2066,420,671133.40726246,0.6750774765101645
#7290,,,,0,,13714,136,670181.46103,0.6088216596179087
#50,priceBinary,BTC,1d,81041,Recurring,16819,627,660495.83659,0.37429100065402227
#8970,,,,0,,14832,164,644288.61008,0.49404658913160737
#8731,,,,0,,13277,112,643405.37761,0.5419145303909015
#6900,,,,0,,3320,1255,639673.93504,0.778113906626506
#7130,,,,0,,10458,1171,639505.65786,0.6040550133868808
#450,priceBinary,BTC,1d,80323,Recurring,40349,374,636163.30294,0.39086014126744156
#1260,priceBinary,BTC,1d,73569,Recurring,9270,256,627509.6045,0.6480634811218986
#4380,,,,0,,2227,362,625451.14837074,0.5575012721733273
#101,priceBinary,BTC,1d,79583,Recurring,18314,472,623573.28216,0.3263183318772524
#7700,,,,0,,10493,138,616707.44394,0.5632900123892118
#7801,,,,0,,7370,147,616542.67596,0.6649523731343283
#850,priceBinary,BTC,1d,74560,Recurring,9045,220,610697.77506,0.7565125129906025
#5981,,,,0,,568,73,609403.10168,0.6582981338028169
#6770,,,,0,,2065,235,606171.40599,0.8067831283292979
#151,priceBinary,BTC,1d,80354,Recurring,21349,400,603235.01738,0.32548439411682045
#8390,,,,0,,17432,165,601039.67506,0.4573080988985773
#3291,,,,0,,13840,145,598522.17693,0.5020155086705202
#7370,,,,0,,3949,422,595298.01418,0.4087841808052671
#7971,,,,0,,10083,120,594918.03258,0.48519243082415947
#8730,,,,0,,14140,147,590169.16115,0.4651023231966054
#4480,,,,0,,1059,155,584499.79202579,0.7461803586591124
#7701,,,,0,,10581,144,579509.69576,0.4861876004158397
#1720,named,,,0,Algeria,10103,47,576901.08108608,0.25985232966247646
#6941,,,,0,,6286,315,576817.64453,0.48918024021635376
#7620,,,,0,,6491,152,568794.59135,0.5718283993221384
#9610,,,,0,,9294,133,567876.49855,0.7011388089089735
#4821,,,,0,,1968,71,566996.48606,0.19024603658536585
#5060,,,,0,,1404,226,551460.03926498,0.7889904865669515
#350,priceBinary,BTC,1d,80983,Recurring,17776,480,548397.82958,0.3086726063231323
#9771,,,,0,,13620,1090,546501.44975,0.5445393678414097
#9770,,,,0,,13712,1106,545690.1625,0.5183854769544924
#4381,,,,0,,1318,86,541612.33178,0.4879642412746586
#5101,,,,0,,2945,95,539609.9239,0.28630233276740236
#8471,,,,0,,7945,1109,536766.42618,0.718095268722467
#9051,,,,0,,10868,123,531358.79964,0.6099696393080604
#7051,,,,0,,6491,125,528299.46937,0.7191270928978586
#4861,,,,0,,527,35,517992.1815,0.37462
#1440,priceBinary,BTC,1d,70253,Recurring,14255,216,517820.60081,0.3283996218870572
#5340,,,,0,,1610,265,516448.70398627,0.630179647863354
#2651,,,,0,,16587,177,514072.80759,0.35436762464580696
#5341,,,,0,,1111,73,513915.27839,0.410247398739874
#3180,,,,0,,866,399,510582.76843322,0.9082448229099307
#8810,,,,0,,9541,156,507905.40784,0.6989012220941201
#9371,,,,0,,10957,94,507158.88797,0.6367921730400657
#4461,,,,0,,213,33,497457.6039,0.7243075117370892
#9451,,,,0,,12463,112,495136.88862,0.4486596766428629
#3980,,,,0,,795,165,486882.42454531,0.7876899788930818
#5220,,,,0,,1931,245,485009.85804155,0.7014701708803729
#1701,named,,,0,NBA Finals Game 3,1012,138,484089.52467,0.47560653162055333
#9290,,,,0,,9000,114,483797.49774,0.60786036
#4250,,,,0,,14187,135,482930.95118,0.4264817403256502
#5301,,,,0,,168,35,480289.36329,0.8198351190476191
#5111,,,,0,,427,33,479230.62909,0.9143485011709601
#7621,,,,0,,6165,146,478519.17932,0.46360028386050284
#6960,,,,0,,2334,250,477386.78415,0.7412959597257927
#4170,,,,0,,13710,157,476010.85282,0.36241827716994895
#4901,,,,0,,653,62,468791.26739,0.46789969372128637
#9851,,,,0,,10920,1089,465247.62876,0.551479282967033
#401,priceBinary,BTC,1d,79779,Recurring,21471,410,464069.96091,0.3147226775650878
#6920,,,,0,,5169,214,461183.67118,0.6082702514993229
#5940,,,,0,,1885,197,455112.88641561,0.44245260778779844
#8141,,,,0,,7666,129,454076.81315,0.55999934646491
#2310,named,,,0,USA,2535,1175,444826.68745793,0.7168443429151874
#5441,,,,0,,84,15,442956.093,0.7208240476190476
#8051,,,,0,,7432,139,442930.31836,0.5429607938643702
#8231,,,,0,,4592,161,442039.93275,0.6698884973867596
#9131,,,,0,,8029,129,439790.18823,0.6151816353219579
#4420,,,,0,,652,83,438093.44531444,0.6808384508742331
#3941,,,,0,,843,66,437909.7834,0.774473784104389
#4651,,,,0,,11681,150,437117.00455,0.42246996147590105
#6061,,,,0,,340,55,436698.79572,0.734353205882353
#4501,,,,0,,869,48,434092.66304,0.3137047640966628
#8890,,,,0,,8741,136,433833.50877,0.7408352202265187
#8570,,,,0,,9591,130,432972.06154,0.6256169231571265
#6760,,,,0,,2721,356,432652.91847,0.7038263910327085
#8310,,,,0,,6219,130,431801.00844,0.7117894179128477
#6080,,,,0,,1459,200,431237.70339782,0.45423109414667584
#1360,priceBinary,BTC,1d,73336,Recurring,12331,227,430349.69263,0.29834885167464115
#7611,,,,0,,6620,382,428022.21608,0.23078360574018128
#4540,,,,0,,1484,230,426279.91459664,0.5629309747574124
#1690,named,,,0,NBA Finals Game 4,1084,137,425296.73895,0.6277192804428045
#5221,,,,0,,1267,67,418945.79311,0.3355404419889503
#7291,,,,0,,11627,105,415680.18303,0.4118685654081018
#2571,,,,0,,12383,162,415458.68556,0.3826632867641121
#1691,named,,,0,NBA Finals Game 4,1145,141,412529.7521,0.3997797991266375
#4541,,,,0,,841,77,405394.55184,0.48761859690844234
#5320,,,,0,,1172,222,400178.78397494,0.7108574031484641
#4621,,,,0,,268,42,399098.35682,0.7188365298507463
#3540,,,,0,,3425,317,397230.33159312,0.6314699970131388
#6751,,,,0,,1970,331,393052.58441,0.6656851421319797
#5000,,,,0,,1115,233,391858.07885883,0.6536363107713004
#8650,,,,0,,8223,115,391612.86405,0.5752711066520735
#6761,,,,0,,2469,211,391460.36044,0.32895370595382745
#6490,,,,0,,8620,129,388767.62556,0.41157994199535963
#8050,,,,0,,8625,138,388154.27739,0.5048469171014492
#7501,,,,0,,5230,431,387498.92572,0.48540080879541103
#7420,,,,0,,5841,111,386962.17275,0.6166914997431946
#2511,,,,0,,1495,733,386500.39758,0.7157220936454849
#4340,,,,0,,1218,258,386341.12458817,0.6348991867816092
#4421,,,,0,,330,45,384501.35905,0.44139660606060604
#4731,,,,0,,11081,129,384201.13637,0.4177317155491382
#7211,,,,0,,13386,105,383547.79401,0.3937269983564919
#8140,,,,0,,7671,117,383016.24515,0.4895927949419893
#5980,,,,0,,1262,90,377924.1068299,0.3388337051584786
#6801,,,,0,,1524,222,376317.97642,0.6850104133858268
#6040,,,,0,,804,91,376251.46288863,0.6629536766293533
#3860,,,,0,,2002,236,375095.95795359,0.6061885663336664
#5800,,,,0,,2200,144,374310.94093767,0.6975474173863636
#5781,,,,0,,1201,37,372419.42192,0.7820439467110741
#2510,,,,0,,1384,112,369208.54862,0.3578305274566474
#3440,,,,0,,869,194,367912.44860502,0.7552138430840046
#6931,,,,0,,3082,274,367384.35647,0.37847148280337445
#6021,,,,0,,289,34,366233.24696,0.9139082352941177
#2940,,,,0,,1349,271,364625.3361432,0.704254954166049
#6521,,,,0,,939,25,364313.15251,0.5518751863684771
#421,priceBucket,BTC,1d,0,Recurring Named Outcome,1622,178,361986.02833,0.9260565166461159
#5121,,,,0,,331,50,360521.23764,0.7629104833836858
#5941,,,,0,,973,79,360068.54357,0.5756742446043165
#3901,,,,0,,508,34,359478.3743,0.7535186811023622
#9850,,,,0,,9943,1100,355058.97459,0.4759234386000201
#4581,,,,0,,689,69,353041.3183,0.5079741509433963
#3381,,,,0,,1253,97,352381.01561,0.3542973343974461
#7131,,,,0,,10055,147,351997.21809,0.3987781710591745
#4341,,,,0,,648,55,348985.83927,0.4581637808641975
#4981,,,,0,,184,47,347809.29342,0.8023412499999999
#5381,,,,0,,155,33,344638.31954,0.7787409032258065
#3861,,,,0,,1422,72,342764.88911,0.6373724683544304
#7800,,,,0,,6836,142,340275.57269,0.32739072995904034
#3210,,,,0,,4857,137,340134.15303,0.7023837224624253
#4580,,,,0,,1280,163,339494.24556876,0.5775759504375
#6240,,,,0,,1471,210,336979.58836923,0.5814154994561522
#5140,,,,0,,1163,201,333129.14832512,0.6121603037317283
#7530,,,,0,,3723,114,332452.69161,0.6343181251678754
#5061,,,,0,,815,58,330684.96659,0.31884191411042945
#6410,,,,0,,10840,139,329463.09339,0.39273732656826565
#6360,,,,0,,1522,163,329207.08203402,0.6659119293758212
#3981,,,,0,,471,42,327253.89499,0.4105590021231422
#7881,,,,0,,7463,276,326548.67212,0.20751133190406001
#500,priceBinary,BTC,1d,78985,Recurring,19546,306,323798.30929,0.21556874143047172
#3541,,,,0,,3431,69,322057.15782,0.5747562605654328
#1011,named,,,0,Below 4.3%,6334,58,318677.39453,0.5618803868013893
#9691,,,,0,,5922,1085,317801.06584,0.7065594663964877
#1411,named,,,0,NBA Finals Game 2,1226,140,316786.27141,0.45934348287112564
#1581,,,,0,Outcome 158,1321,861,312532.53633,0.9213468962906889
#9930,,,,0,,6623,1080,310039.36939,0.5345481987014947
#2480,named,,,0,Mexico,1168,245,309553.20334005,0.7389948657619863
#7791,,,,0,,4041,319,308086.28263,0.24834738431081416
#6060,,,,0,,869,81,308024.4270252,0.5046313921288839
#5260,,,,0,,1191,167,306659.39439755,0.5385838451049538
#6341,,,,0,,142,40,306595.05404,0.8762506338028169
#6221,,,,0,,279,43,306154.74766,0.8288195340501792
#2020,named,,,0,Norway,14197,251,306124.51406332,0.0339449326090019
#6810,,,,0,,3812,254,305757.09346,0.4006572114375656
#3580,,,,0,,1570,216,304844.92172515,0.6059989149681528
#6100,,,,0,,2192,100,302958.28786999,0.25761185497262773
#6791,,,,0,,2725,354,302064.95184,0.3290613871559633
#5951,,,,0,,956,44,301427.57511,0.6689396966527197
#6301,,,,0,,257,38,300835.37279,0.6400328404669261
#5741,,,,0,,395,38,300235.53491,0.6226842784810126
#6181,,,,0,,212,34,298504.56954,0.407042641509434
#3920,,,,0,,1295,177,298461.16427745,0.6073796442007722
#5901,,,,0,,1529,57,295843.57278,0.7369979398299542
#6381,,,,0,,141,33,294432.0386,0.8806076595744681
#3421,,,,0,,156,21,294141.32951,0.7851381410256411
#2941,,,,0,,787,69,292259.57501,0.351090127064803
#9291,,,,0,,7991,86,290545.89654,0.42186262670504315
#1981,named,,,0,Mexico,412,42,290009.88315,0.8921911893203883
#9050,,,,0,,9041,150,289741.84604,0.4230163787191682
#6781,,,,0,,2315,212,287455.00208,0.550375606911447
#2001,named,,,0,Netherlands,1010,63,286536.78154,0.9456718217821782
#9370,,,,0,,8671,118,286396.06318,0.39425238380809596
#7890,,,,0,,3348,125,285967.20643,0.6602012066905615
#1261,priceBinary,BTC,1d,73569,Recurring,7591,182,280867.88948,0.3635272335660651
#5141,,,,0,,822,65,279972.15674,0.3999530048661801
#5950,,,,0,,1259,91,277654.54306999,0.4133147311517077
#5860,,,,0,,1215,156,276649.67322126,0.5715528310781893
#3460,,,,0,,1226,252,276179.22422737,0.669173139918434
#9931,,,,0,,6912,1081,275984.23639,0.4916508550347223
#3940,,,,0,,922,178,274312.4853067,0.3557652996854664
#3781,,,,0,,914,66,274293.25286,0.6255825929978118
#5610,,,,0,,10605,136,273760.67269,0.24433726826968413
#641,priceBucket,BTC,1d,0,Recurring Named Outcome,1806,964,273350.88175,0.9416382225913621
#1780,named,,,0,Brazil,18478,218,273307.33927856,0.06168533927481329
#6951,,,,0,,2589,212,272636.41804,0.2504683777520278
#6921,,,,0,,4868,145,270648.01286,0.40491193508627776
#780,priceBucket,BTC,1d,0,Recurring Named Outcome,4121,142,270337.24262467,0.6800011105411309
#5400,,,,0,,729,120,269773.3903352,0.5868791219067215
#7520,,,,0,,2356,377,268048.59207,0.3334546477079796
#2840,,,,0,,928,394,267336.78734174,0.7488006930603448
#1431,named,,,0,NBA Finals Game 1,1145,145,263081.61876,0.4354318777292576
#2781,,,,0,,940,77,260783.60138,0.5390849999999999
#5021,,,,0,,208,44,260352.27849,0.5952886538461539
#6031,,,,0,,504,23,259094.66708,0.7848359126984127
#9210,,,,0,,5551,114,256776.42998,0.56866613042695
#2340,priceBinary,BTC,1d,63330,Recurring,8669,192,254959.17686,0.28967581151228516
#5701,,,,0,,169,26,254763.02284,0.9192997633136095
#6180,,,,0,,325,66,254636.53757578,0.7050491281538461
#1811,named,,,0,Colombia,802,54,253528.24109,0.9124228802992519
#3780,,,,0,,1625,143,253086.01061968,0.47331960558769226
#5920,,,,0,,2613,218,251937.2198118,0.4316642293647148
#8571,,,,0,,7288,128,251173.02963,0.39820512760702526
#5720,,,,0,,778,88,250864.61680552,0.7419232429177377
#5990,,,,0,,1006,77,249875.80045676,0.2989658580417495
#9130,,,,0,,7639,131,248845.58062,0.4457488899070559
#5261,,,,0,,757,72,247749.89297,0.4996871598414795
#5180,,,,0,,854,129,247414.17991001,0.700961186498829
#6901,,,,0,,2620,156,245327.65856,0.20559390458015267
#8230,,,,0,,4796,146,244939.66611,0.34804195996663884
#5861,,,,0,,726,66,244303.82111,0.49925615702479337
#4941,,,,0,,269,38,243459.93202,0.7434695539033458
#5181,,,,0,,521,60,241666.2392,0.36944514395393474
#7050,,,,0,,6450,147,241663.97087,0.28937779689922477
#3500,,,,0,,1046,689,240896.317752,0.8796438240630975
#171,priceBucket,BTC,1d,0,Recurring Named Outcome,881,60,240895.50761,0.8852725085130533
#3711,,,,0,,102,20,237278.64101,0.8371583333333333
#8470,,,,0,,6672,129,236273.2753,0.2808063519184652
#3640,,,,0,,510,112,235356.10151166,0.702769607627451
#3581,,,,0,,1047,73,234526.98177,0.5717292454632282
#9611,,,,0,,6974,108,234116.32884,0.32989607112130775
#3700,,,,0,,368,91,233443.33980744,0.6750085230978261
#6780,,,,0,,2160,258,231924.07188,0.5638893425925926
#2780,,,,0,,1497,245,230964.93043742,0.4703770491716767
#5960,,,,0,,1245,74,230950.03263364,0.2662574074698795
#3181,,,,0,,532,33,229575.29561,0.20873697368421051
#1990,named,,,0,Morocco,11988,152,228707.29266721,0.02477802192692693
#6110,,,,0,,2115,85,227167.72022613,0.2431843270212766
#3741,,,,0,,272,58,226029.31437,0.5221461764705883
#441,priceBucket,BTC,1d,0,Recurring Named Outcome,2632,59,225941.26283,0.6896963943768997
#8651,,,,0,,5920,85,224498.48386,0.42248586824324325
#7410,,,,0,,2855,184,223137.96264,0.2576226690017513
#4960,,,,0,,960,107,222754.81449144,0.6427004441249999
#6261,,,,0,,367,50,220519.91268,0.6558527792915532
#1010,named,,,0,Below 4.3%,5186,158,219088.10322691,0.4737817643154647
#480,priceBucket,BTC,1d,0,Recurring Named Outcome,5039,191,218997.61851567,0.6979804157987696
#6141,,,,0,,165,19,218379.1937,0.6356424848484848
#9211,,,,0,,5673,78,216908.49399,0.45455173629472945
#3701,,,,0,,191,38,216031.0211,0.42342350785340316
#430,priceBucket,BTC,1d,0,Recurring Named Outcome,4441,179,214039.23636472,0.5988220082166179
#4550,,,,0,,527,95,213671.48937552,0.44726674220113855
#230,priceBucket,BTC,1d,0,Recurring Named Outcome,2612,182,213036.29252803,0.7635153061485451
#6750,,,,0,,2077,210,209056.89284,0.345492383245065
#391,priceBucket,BTC,1d,0,Recurring Named Outcome,1043,214,207981.17025,0.9699085043144774
#5300,,,,0,,240,34,207540.99921223,0.22858948570833335
#1900,named,,,0,Germany,12116,185,207387.075891,0.0421156401518653
#851,priceBinary,BTC,1d,74560,Recurring,6084,161,207135.96547,0.26501019888231425
#3621,,,,0,,487,426,205621.54201,0.9636540862422998
